industry,symbol_id
生技醫療業,8436
其他,8437
文化創意業,8446
文化創意業,8450
文化創意業,8923
油電燃氣業,8931
其他,8936
其他,8942
貿易百貨,8941
其他,8938
其他,8934
其他,8937
其他,8933
其他,8935
其他,8932
鋼鐵工業,8930
其他,8929
其他,8928
油電燃氣業,8927
其他,8924
其他,8921
油電燃氣業,8917
其他,8916
其他,8913
油電燃氣業,8908
其他,8906
其他,8905
通信網路業,3081
資訊服務業,3147
電子零組件業,3321
汽車工業,3346
半導體業,3413
半導體業,3530
其他,8473
生技醫療業,4116
生技醫療業,4147
生技醫療業,4155
生技醫療業,4167
生技醫療業,4183
電機機械,4540
電機機械,4543
電子零組件業,4545
汽車工業,4551
其他電子業,4554
電機機械,4555
其他,4556
化學工業,4741
生技醫療業,4744
化學工業,4754
文化創意業,4806
觀光事業,4804
電子零組件業,4943
半導體業,4968
光電業,5220
電腦及週邊設備業,5258
半導體業,5299
金融業,5864
金融業,6026
汽車工業,6288
通信網路業,6416
通信網路業,6417
半導體業,6435
其他電子業,6438
電腦及週邊設備業,6441
光電業,6443
通信網路業,6442
生技醫療業,6446
生技醫療業,6461
半導體業,6462
通信網路業,6465
其他,6464
生技醫療業,6469
通信網路業,6470
光電業,6477
生技醫療業,6472
文化創意業,6482
通信網路業,6486
半導體業,6485
半導體業,6488
生技醫療業,6492
半導體業,6494
生技醫療業,6496
生技醫療業,6499
半導體業,6510
其他電子業,6512
生技醫療業,6523
通信網路業,6530
半導體業,6531
半導體業,6532
光電業,7402
半導體業,8028
生技醫療業,8279
汽車工業,1587
生技醫療業,1598
生技醫療業,1760
鋼鐵工業,2069
航運業,2633
航運業,2643
觀光事業,2739
觀光事業,2736
觀光事業,2740
金融保險業,2897
化學工業,1776
鋼鐵工業,8415
其他,8440
其他,8444
觀光事業,8462
其他,8463
其他,8464
電子商務,8472
金融保險業,2882A
金融保險業,2887E
其他,6641
電機機械,4568
電腦及週邊設備業,3709
電子零組件業,6664
其他,6616
金融保險業,2838A
電子零組件業,3710
金融保險業,2891B
金融保險業,2881B
半導體業,3711
金融保險業,2882B
電腦及週邊設備業,3712
